time,speed_mph,accel_x,lat,lon
0.0,3.9,1.74,34.047946,-118.250751
1.0,3.15,-0.34,34.048092,-118.250664
2.0,0.0,-2.32,34.048239,-118.250569
3.0,0.0,-2.05,34.048389,-118.250478
4.0,2.25,1.0,34.048525,-118.250402
5.0,0.0,-1.76,34.048676,-118.250312
6.0,1.22,0.55,34.048813,-118.250223
7.0,0.0,-2.16,34.048953,-118.250134
8.0,0.91,0.4,34.049094,-118.250051
9.0,0.0,-1.91,34.049228,-118.249973
10.0,3.52,1.57,34.049372,-118.249884
11.0,0.18,-1.49,34.049514,-118.249804
12.0,0.19,0.0,34.04966,-118.249719
13.0,2.77,1.15,34.049811,-118.249639
14.0,0.43,-1.05,34.049949,-118.249554
15.0,2.36,0.86,34.050095,-118.24947
16.0,0.0,-2.86,34.050246,-118.249385
17.0,0.21,0.09,34.050395,-118.249309
18.0,0.0,-1.52,34.050546,-118.249228
19.0,0.0,-1.67,34.050691,-118.249143
20.0,0.0,-1.23,34.050824,-118.249058
21.0,0.0,-0.67,34.05097,-118.248967
22.0,1.18,0.53,34.051103,-118.248874
23.0,0.0,-3.16,34.051248,-118.248799
24.0,2.76,1.24,34.051383,-118.248707
25.0,9.54,3.03,34.05152,-118.248626
26.0,11.27,0.78,34.051661,-118.248534
27.0,15.87,2.05,34.051799,-118.248445
28.0,18.57,1.21,34.051943,-118.248357
29.0,20.94,1.06,34.052078,-118.248275
30.0,20.76,-0.08,34.052227,-118.248196
31.0,17.45,-1.48,34.052365,-118.248112
32.0,13.01,-1.98,34.052502,-118.248029
33.0,11.7,-0.59,34.052652,-118.247936
34.0,16.95,2.35,34.0528,-118.247858
35.0,14.57,-1.06,34.05295,-118.247765
36.0,9.7,-2.18,34.053085,-118.247683
37.0,15.9,2.77,34.05323,-118.247603
38.0,13.7,-0.98,34.053371,-118.24751
39.0,9.76,-1.76,34.053515,-118.247431
40.0,11.82,0.92,34.053662,-118.247347
41.0,9.94,-0.84,34.05381,-118.24726
42.0,17.71,3.48,34.053948,-118.247178
43.0,24.73,3.14,34.054091,-118.24709
44.0,31.22,2.9,34.054238,-118.246995
45.0,34.77,1.59,34.054376,-118.246913
46.0,33.95,-0.36,34.054519,-118.246828
47.0,34.79,0.37,34.054661,-118.246749
48.0,37.35,1.15,34.054813,-118.246663
49.0,33.55,-0.23,34.054957,-118.246574
50.0,33.55,0.47,34.055096,-118.246493
51.0,35.99,1.09,34.055237,-118.246414
52.0,29.33,-2.98,34.055373,-118.246332
53.0,26.05,-1.47,34.055515,-118.246245
54.0,32.91,3.07,34.055659,-118.24616
55.0,39.63,3.01,34.055797,-118.246084
56.0,44.37,2.12,34.055934,-118.246001
57.0,44.73,0.16,34.056066,-118.24591
58.0,42.72,-0.9,34.056203,-118.245824
59.0,38.77,-1.77,34.05634,-118.245734
60.0,43.35,2.05,34.056478,-118.24565
61.0,44.51,0.52,34.056612,-118.245565
62.0,36.94,-3.38,34.056762,-118.245474
63.0,43.2,2.8,34.056909,-118.245383
64.0,44.74,1.61,34.057052,-118.245288
65.0,43.04,-0.76,34.057197,-118.245211
66.0,47.12,1.82,34.05734,-118.24513
67.0,40.91,-2.78,34.057477,-118.24505
68.0,37.03,-1.73,34.057618,-118.244962
69.0,32.38,-2.08,34.057755,-118.244878
70.0,37.5,2.29,34.057898,-118.244793
71.0,30.79,-3.0,34.058032,-118.244703
72.0,37.78,3.13,34.05818,-118.244612
73.0,38.05,0.12,34.058327,-118.244535
74.0,37.36,-0.31,34.058472,-118.244456
75.0,33.03,-1.94,34.058619,-118.244373
76.0,26.07,-3.11,34.058768,-118.244296
77.0,24.51,-0.7,34.058911,-118.244206
78.0,21.1,-1.53,34.059046,-118.244114
79.0,23.48,1.06,34.059187,-118.244035
80.0,18.97,-2.02,34.059325,-118.243947
81.0,16.65,-1.04,34.05947,-118.243854
82.0,19.08,1.09,34.059621,-118.243769
83.0,14.02,-2.26,34.059764,-118.243693
84.0,18.39,1.95,34.059899,-118.243609
85.0,16.42,-0.88,34.060034,-118.243527
86.0,23.13,3.0,34.060185,-118.243441
87.0,19.72,-1.52,34.060323,-118.243349
88.0,24.17,1.99,34.060469,-118.243267
