time,speed_mph,accel_x,lat,lon
0.0,0.0,-0.33,34.024285,-118.245824
1.0,0.5,0.22,34.02432,-118.245753
2.0,4.47,1.78,34.024357,-118.245676
3.0,4.8,0.15,34.024399,-118.245608
4.0,3.78,-0.46,34.024443,-118.245531
5.0,9.36,2.49,34.024491,-118.245445
6.0,14.4,2.26,34.024539,-118.245367
7.0,14.52,0.05,34.024587,-118.245301
8.0,21.99,3.34,34.024622,-118.245234
9.0,15.94,-2.7,34.02466,-118.245163
10.0,19.06,1.4,34.024701,-118.245078
11.0,17.71,-0.6,34.024749,-118.245003
12.0,15.22,-1.11,34.024791,-118.244925
13.0,22.41,3.22,34.024836,-118.244852
14.0,23.75,0.6,34.024877,-118.244771
15.0,17.55,-2.77,34.024923,-118.244699
16.0,21.07,1.57,34.024958,-118.244618
17.0,23.77,1.21,34.024992,-118.244536
18.0,22.3,-0.66,34.02504,-118.244467
19.0,21.88,-0.19,34.025089,-118.244384
20.0,14.37,-3.36,34.025125,-118.24431
21.0,14.05,-0.14,34.025173,-118.244234
22.0,19.79,2.57,34.025211,-118.244157
23.0,22.3,1.12,34.02526,-118.24408
24.0,27.26,2.22,34.025312,-118.244008
25.0,30.6,1.49,34.025357,-118.243932
26.0,37.23,2.97,34.02539,-118.243856
27.0,45.03,3.49,34.02543,-118.243787
28.0,44.74,3.26,34.025471,-118.243716
29.0,37.59,-3.2,34.025504,-118.243649
30.0,31.2,-2.86,34.025552,-118.243579
31.0,30.29,-0.41,34.0256,-118.243509
32.0,30.69,0.18,34.025649,-118.243442
33.0,23.87,-3.05,34.025686,-118.243373
34.0,23.77,-0.04,34.025728,-118.243306
35.0,21.92,-0.83,34.025772,-118.24324
36.0,15.96,-2.66,34.025812,-118.243163
37.0,9.64,-2.83,34.025848,-118.243087
38.0,13.97,1.94,34.025888,-118.243021
39.0,15.48,0.67,34.025925,-118.242954
40.0,19.38,1.74,34.025964,-118.242883
41.0,23.12,1.67,34.026005,-118.242816
42.0,23.21,0.04,34.026043,-118.24275
43.0,22.74,-0.21,34.026087,-118.242681
44.0,27.16,1.98,34.026132,-118.242607
45.0,29.06,0.85,34.026183,-118.242527
46.0,36.12,3.16,34.02623,-118.242449
47.0,40.78,2.08,34.026264,-118.242382
48.0,39.62,-0.52,34.026313,-118.242297
49.0,38.72,-0.4,34.026357,-118.242223
50.0,46.09,3.29,34.026393,-118.242152
51.0,42.4,-1.65,34.026446,-118.242067
52.0,35.86,-2.92,34.026484,-118.24199
53.0,37.29,0.64,34.026528,-118.241912
54.0,34.43,-1.28,34.026571,-118.241837
55.0,27.11,-3.27,34.026613,-118.241761
56.0,25.27,-0.82,34.026665,-118.241692
57.0,21.44,-1.71,34.026717,-118.241614
58.0,18.89,-1.14,34.026758,-118.241535
59.0,25.89,3.13,34.026801,-118.241466
60.0,33.27,3.3,34.026845,-118.241391
61.0,40.1,3.06,34.026892,-118.24132
62.0,41.37,0.57,34.026931,-118.241253
63.0,36.48,-2.19,34.026968,-118.241173
64.0,33.55,1.74,34.027015,-118.241103
65.0,39.87,2.82,34.027048,-118.241035
66.0,41.79,0.86,34.027082,-118.240956
67.0,46.7,2.19,34.027131,-118.240883
68.0,44.9,-0.8,34.027183,-118.240814
69.0,42.26,-1.18,34.027219,-118.240745
70.0,45.95,1.65,34.027271,-118.240674
71.0,46.14,0.09,34.027319,-118.240592
72.0,38.89,-3.24,34.027355,-118.240512
73.0,33.55,-0.82,34.0274,-118.240434
74.0,34.38,0.37,34.027454,-118.24035
75.0,38.36,1.78,34.027493,-118.24028
76.0,37.75,-0.27,34.027531,-118.240205
77.0,35.22,-1.13,34.02758,-118.240123
78.0,35.88,0.3,34.02762,-118.240045
79.0,40.93,2.26,34.027674,-118.239964
80.0,33.3,-3.41,34.027714,-118.239895
81.0,32.84,-0.21,34.027756,-118.239812
82.0,27.02,-2.6,34.027791,-118.239742
83.0,34.68,3.42,34.027837,-118.239674
84.0,33.55,0.47,34.027886,-118.239607
85.0,31.6,-0.88,34.027928,-118.239532
86.0,33.07,0.66,34.02797,-118.239452
87.0,29.02,-1.81,34.028012,-118.239368
88.0,36.76,3.46,34.028048,-118.239294
89.0,33.55,2.4,34.028097,-118.239227
90.0,39.77,2.78,34.028142,-118.239161
91.0,41.61,0.82,34.028187,-118.239091
92.0,33.55,-2.77,34.02823,-118.239013
93.0,40.77,3.22,34.028277,-118.238937
94.0,41.68,0.41,34.028311,-118.23886
95.0,33.55,1.06,34.028355,-118.238785
96.0,33.55,0.16,34.028392,-118.238717
97.0,35.0,0.65,34.028439,-118.238634
98.0,33.22,-0.8,34.028481,-118.238559
99.0,25.42,-3.49,34.028524,-118.238476
100.0,30.49,2.27,34.028569,-118.238391
101.0,24.96,-2.47,34.028613,-118.238311
102.0,24.7,-0.11,34.028651,-118.238245
103.0,24.02,-0.31,34.028704,-118.238167
104.0,21.59,-1.08,34.028751,-118.238086
105.0,28.39,3.04,34.028802,-118.238008
106.0,29.68,0.57,34.028849,-118.237926
107.0,36.27,2.95,34.028887,-118.237843
108.0,33.38,-1.29,34.028938,-118.237771
109.0,30.16,-1.44,34.028973,-118.237697
110.0,23.65,-2.91,34.029021,-118.237619
111.0,21.14,-1.12,34.029063,-118.237547
112.0,23.98,1.27,34.029109,-118.237472
113.0,27.96,1.78,34.029144,-118.237399
114.0,34.3,2.83,34.029187,-118.23733
115.0,33.55,2.66,34.029237,-118.237253
116.0,33.32,-0.1,34.029274,-118.237174
117.0,29.15,-1.87,34.029313,-118.237102
118.0,26.15,-1.34,34.029357,-118.237016
119.0,20.45,-2.55,34.029398,-118.236946
120.0,26.77,2.82,34.029438,-118.23687
121.0,25.63,-0.51,34.029479,-118.236802
122.0,25.15,-0.21,34.029518,-118.236724
123.0,31.26,2.73,34.029564,-118.236646
124.0,28.74,-1.13,34.029614,-118.236575
125.0,26.35,-1.07,34.029652,-118.236494
126.0,21.86,-2.01,34.029698,-118.236423
127.0,19.87,-0.89,34.02974,-118.236351
128.0,13.83,-2.7,34.029783,-118.236274
129.0,7.24,-2.95,34.029822,-118.236201
130.0,3.78,-1.55,34.029857,-118.236131
131.0,3.71,-0.03,34.029895,-118.23605
132.0,0.0,-1.84,34.029932,-118.235982
133.0,0.0,-2.03,34.029976,-118.235897
134.0,0.0,-0.82,34.030011,-118.235816
135.0,1.11,0.5,34.030054,-118.235748
136.0,6.67,2.48,34.030094,-118.23567
137.0,2.89,-1.69,34.030136,-118.235587
138.0,8.61,2.56,34.030175,-118.235518
139.0,5.63,-1.33,34.030227,-118.235436
140.0,0.0,-3.43,34.030271,-118.23535
141.0,0.0,-1.05,34.03032,-118.235278
142.0,3.34,1.49,34.030354,-118.235196
143.0,8.21,2.18,34.0304,-118.235119
144.0,7.06,-0.51,34.030441,-118.235051
145.0,0.0,-3.2,34.030485,-118.234969
146.0,0.0,-0.67,34.030524,-118.234887
147.0,3.18,1.42,34.030576,-118.234805
148.0,0.54,-1.18,34.030619,-118.234722
149.0,0.0,-0.97,34.03066,-118.234637
150.0,4.99,2.23,34.03071,-118.234565
151.0,8.63,1.63,34.030757,-118.234481
152.0,0.87,-3.47,34.030798,-118.234414
153.0,0.25,-0.27,34.030837,-118.234347
154.0,0.0,-3.11,34.030884,-118.234278
155.0,3.64,1.63,34.030933,-118.23421
156.0,4.36,0.32,34.030981,-118.234137
157.0,2.45,-0.85,34.031016,-118.23406
158.0,0.0,-3.03,34.031062,-118.233989
159.0,5.51,2.46,34.031098,-118.233907
160.0,0.0,-2.47,34.031143,-118.233826
161.0,0.0,-3.13,34.031188,-118.233757
162.0,0.0,-2.76,34.031239,-118.233683
163.0,1.61,0.72,34.031292,-118.233602
164.0,8.68,3.16,34.031342,-118.233516
165.0,1.0,-3.43,34.031385,-118.23343
166.0,0.0,-3.17,34.03143,-118.23335
167.0,6.08,2.72,34.031471,-118.233277
168.0,4.88,-0.54,34.031508,-118.233199
169.0,0.0,-2.39,34.031544,-118.233133
170.0,0.0,-1.5,34.031584,-118.233057
171.0,0.0,-2.21,34.031634,-118.232985
172.0,1.49,0.66,34.031675,-118.232911
173.0,0.0,-1.85,34.031722,-118.232832
174.0,7.29,3.26,34.031767,-118.232747
175.0,0.0,-3.31,34.031804,-118.232668
176.0,5.82,2.6,34.031847,-118.232595
177.0,0.0,-3.03,34.031895,-118.232523
178.0,4.66,2.08,34.031937,-118.23244
179.0,0.0,-3.12,34.031975,-118.232367
180.0,0.0,-3.39,34.032026,-118.232285
181.0,0.0,-2.0,34.032067,-118.232219
182.0,5.67,2.54,34.032119,-118.232141
183.0,8.58,1.3,34.032167,-118.23207
184.0,2.82,-2.58,34.032219,-118.232003
185.0,3.12,0.13,34.032257,-118.231937
186.0,0.0,-1.48,34.032298,-118.231869
187.0,0.0,-0.68,34.032345,-118.231793
188.0,7.62,3.41,34.032388,-118.231718
189.0,12.63,2.24,34.032425,-118.231641
190.0,8.76,-1.73,34.032465,-118.231568
191.0,2.91,-2.61,34.0325,-118.231501
192.0,1.31,-0.72,34.032536,-118.231416
193.0,0.0,-2.92,34.032588,-118.231342
194.0,7.81,3.49,34.032639,-118.231266
195.0,7.68,-0.05,34.032677,-118.231196
196.0,5.16,-1.13,34.032724,-118.231115
197.0,10.05,2.19,34.032777,-118.23104
198.0,7.47,-1.15,34.032825,-118.230957
199.0,0.0,-3.44,34.032862,-118.230884
200.0,0.0,-1.67,34.032903,-118.230815
201.0,0.0,-1.52,34.032939,-118.23073
202.0,0.94,0.42,34.032991,-118.230661
203.0,0.0,-0.95,34.033039,-118.230578
204.0,0.0,-0.92,34.033088,-118.230498
205.0,6.21,2.77,34.033138,-118.230425
206.0,0.0,-3.23,34.033187,-118.230344
207.0,0.0,-0.7,34.033233,-118.230274
208.0,0.0,-2.97,34.033268,-118.230205
209.0,2.39,1.07,34.033314,-118.230136
210.0,4.56,0.97,34.033359,-118.230051
211.0,6.05,0.67,34.0334,-118.229972
212.0,3.92,-0.96,34.033436,-118.229905
213.0,7.02,1.39,34.033484,-118.229835
214.0,1.3,-2.56,34.033532,-118.229761
215.0,3.94,1.18,34.033583,-118.22968
216.0,5.41,0.65,34.033616,-118.229606
217.0,4.19,-0.54,34.033656,-118.229521
218.0,11.5,3.27,34.033707,-118.229442
219.0,7.36,-1.85,34.03376,-118.229365
220.0,14.01,2.97,34.033796,-118.229289
221.0,14.74,0.32,34.033842,-118.229205
222.0,16.75,0.9,34.033876,-118.229125
223.0,23.68,3.1,34.033911,-118.229054
224.0,20.12,-1.59,34.033958,-118.228969
225.0,17.73,-1.07,34.034006,-118.228887
226.0,18.31,0.26,34.034051,-118.228819
227.0,22.59,1.91,34.034101,-118.228739
228.0,22.91,0.14,34.034147,-118.22866
229.0,17.04,-2.62,34.034184,-118.228579
230.0,21.93,2.18,34.034234,-118.228504
231.0,16.53,-2.41,34.034284,-118.228425
232.0,22.16,2.52,34.034329,-118.228357
233.0,21.93,-0.1,34.034371,-118.228283
234.0,26.12,1.87,34.034417,-118.228202
235.0,25.65,-0.21,34.034465,-118.228119
236.0,22.06,-1.61,34.034512,-118.228052
237.0,16.3,-2.58,34.034559,-118.22797
238.0,16.83,0.24,34.034607,-118.227893
239.0,11.66,-2.31,34.034658,-118.227825
240.0,8.2,-1.55,34.03471,-118.227744
241.0,14.26,2.71,34.034756,-118.227664
242.0,17.2,1.32,34.034796,-118.22759
243.0,12.04,-2.31,34.034839,-118.227506
244.0,6.13,-2.64,34.03489,-118.227432
245.0,4.12,-0.9,34.034937,-118.22735
246.0,0.0,-2.0,34.034983,-118.227265
247.0,7.01,3.13,34.035034,-118.22719
248.0,5.49,-0.68,34.035085,-118.227118
249.0,0.0,-3.26,34.035125,-118.227032
250.0,0.0,-0.9,34.035176,-118.226962
251.0,0.0,-1.97,34.03521,-118.226892
252.0,6.97,3.12,34.035262,-118.226811
253.0,10.62,1.63,34.035303,-118.226732
