time,speed_mph,accel_x,lat,lon
0.0,0.0,-0.06,33.995556,-118.264465
1.0,0.0,-3.21,33.99558,-118.264432
2.0,0.0,-0.82,33.995612,-118.264399
3.0,6.57,2.94,33.99564,-118.264358
4.0,8.13,0.69,33.99566,-118.264322
5.0,2.02,-2.73,33.995678,-118.264274
6.0,9.37,3.28,33.995702,-118.264228
7.0,15.3,2.65,33.99572,-118.264183
8.0,18.03,1.22,33.995737,-118.264148
9.0,21.5,1.55,33.995753,-118.26412
10.0,15.52,-2.67,33.995788,-118.264092
11.0,9.59,-2.65,33.995823,-118.264056
12.0,17.14,3.37,33.995849,-118.264027
13.0,18.33,0.53,33.995877,-118.263994
14.0,12.35,-2.67,33.995911,-118.263947
15.0,11.45,-0.4,33.995944,-118.263918
16.0,12.8,0.6,33.995975,-118.263875
17.0,17.75,2.21,33.996002,-118.263837
18.0,23.37,2.51,33.996034,-118.263793
19.0,30.34,3.11,33.996063,-118.263747
20.0,33.34,1.34,33.996089,-118.263718
21.0,40.9,3.38,33.996106,-118.263678
22.0,33.55,1.5,33.996122,-118.263633
23.0,35.16,0.72,33.996155,-118.263591
24.0,32.91,-1.01,33.996174,-118.263556
25.0,27.69,-2.34,33.996198,-118.263515
26.0,32.4,2.11,33.996215,-118.263481
27.0,36.5,1.83,33.996236,-118.263434
28.0,39.34,1.27,33.996268,-118.263392
29.0,35.45,-1.74,33.9963,-118.263348
30.0,32.43,-1.35,33.996319,-118.263317
31.0,33.39,0.43,33.996342,-118.263289
32.0,26.65,-3.01,33.996368,-118.263257
33.0,34.02,3.3,33.996391,-118.263216
34.0,32.15,-0.84,33.996409,-118.263172
35.0,26.85,-2.37,33.996431,-118.26313
36.0,24.27,-1.15,33.996458,-118.263082
37.0,26.41,0.96,33.996479,-118.263038
38.0,33.55,3.19,33.996495,-118.263007
39.0,30.09,-1.55,33.996512,-118.262966
40.0,31.17,0.48,33.996547,-118.262929
41.0,36.52,2.39,33.996568,-118.262882
42.0,28.87,-3.42,33.996603,-118.262841
43.0,25.63,-1.45,33.996629,-118.26281
44.0,22.84,-1.25,33.996664,-118.262773
45.0,25.27,1.08,33.996686,-118.262735
46.0,17.93,-3.28,33.996721,-118.262696
47.0,23.65,2.56,33.996746,-118.262658
48.0,27.14,1.56,33.996773,-118.262619
