time,speed_mph,accel_x,lat,lon
0.0,0.0,-0.21,34.022654,-118.2673
1.0,0.0,-0.59,34.022759,-118.267173
2.0,7.34,3.28,34.022866,-118.267044
3.0,10.81,1.55,34.022976,-118.2669
4.0,12.07,0.56,34.02308,-118.266764
5.0,12.85,0.35,34.023185,-118.266623
6.0,18.37,2.47,34.023295,-118.266491
7.0,11.98,-2.86,34.023406,-118.266361
8.0,11.03,-0.42,34.023507,-118.266219
9.0,9.24,-0.8,34.023622,-118.26609
10.0,9.24,0.0,34.023721,-118.265959
11.0,13.65,1.97,34.023823,-118.265817
12.0,16.13,1.11,34.023935,-118.265683
13.0,21.16,2.25,34.02404,-118.265545
14.0,21.71,0.25,34.02414,-118.265417
15.0,16.73,-2.23,34.024239,-118.265288
16.0,15.7,-0.46,34.024336,-118.26515
17.0,22.68,3.12,34.024437,-118.265007
18.0,21.73,-0.43,34.024545,-118.264874
19.0,20.22,-0.68,34.024644,-118.264736
20.0,14.67,-2.48,34.024748,-118.264605
21.0,15.73,0.48,34.02486,-118.26447
22.0,20.77,2.25,34.024966,-118.26434
23.0,14.69,-2.72,34.025077,-118.264212
24.0,7.09,-3.4,34.025191,-118.264073
25.0,12.36,2.35,34.025301,-118.263927
26.0,15.47,1.39,34.0254,-118.263791
27.0,12.8,-1.19,34.025514,-118.263654
28.0,9.48,-1.48,34.025616,-118.263525
29.0,16.51,3.14,34.025718,-118.263384
30.0,22.03,2.47,34.025817,-118.263251
31.0,27.61,2.49,34.025914,-118.263107
32.0,31.23,1.62,34.02602,-118.262966
33.0,27.25,-1.78,34.026125,-118.262823
34.0,34.24,3.13,34.026227,-118.26269
35.0,33.55,2.89,34.026326,-118.262557
36.0,33.55,3.09,34.026439,-118.262424
37.0,35.19,0.73,34.026552,-118.262284
38.0,35.32,0.06,34.026663,-118.262152
39.0,30.03,-2.36,34.026765,-118.262014
40.0,26.07,-1.77,34.026864,-118.261873
41.0,18.46,-3.4,34.026966,-118.261746
42.0,11.34,-3.18,34.027076,-118.261619
43.0,4.22,-3.18,34.027182,-118.26149
44.0,0.0,-2.1,34.027294,-118.261346
45.0,0.0,-2.82,34.0274,-118.261203
46.0,7.14,3.19,34.027505,-118.261077
47.0,3.78,-1.5,34.027608,-118.260935
48.0,10.4,2.96,34.027723,-118.260809
49.0,7.42,-1.33,34.027827,-118.260666
50.0,6.3,-0.5,34.027923,-118.260537
51.0,8.72,1.08,34.028024,-118.260399
52.0,12.7,1.78,34.028128,-118.260259
53.0,14.85,0.96,34.028228,-118.260118
54.0,11.29,-1.59,34.02834,-118.259983
55.0,10.58,-0.32,34.028441,-118.259846
56.0,14.46,1.73,34.028547,-118.259716
57.0,19.84,2.4,34.028659,-118.259585
58.0,16.26,-1.6,34.028761,-118.259442
59.0,9.74,-2.92,34.028871,-118.259307
60.0,15.41,2.54,34.028986,-118.259177
61.0,18.91,1.57,34.0291,-118.259032
62.0,21.62,1.21,34.029215,-118.258904
63.0,24.07,1.1,34.029327,-118.258777
64.0,16.97,-3.18,34.02943,-118.25865
65.0,15.46,-0.67,34.029531,-118.258519
66.0,11.92,-1.58,34.029646,-118.258377
67.0,10.61,-0.59,34.029761,-118.258249
68.0,10.32,-0.13,34.029876,-118.258104
69.0,5.21,-2.28,34.029987,-118.257966
70.0,7.45,1.0,34.030086,-118.257834
71.0,14.78,3.28,34.030187,-118.257702
72.0,22.26,3.34,34.030286,-118.257557
73.0,15.74,-2.91,34.030386,-118.257424
74.0,15.38,-0.16,34.030501,-118.257279
75.0,21.78,2.86,34.0306,-118.257135
76.0,21.76,-0.01,34.030701,-118.256992
77.0,18.36,-1.52,34.030808,-118.256848
78.0,13.5,-2.17,34.030911,-118.25671
79.0,12.01,-0.67,34.031017,-118.256582
80.0,8.56,-1.54,34.031124,-118.256443
81.0,15.51,3.11,34.031239,-118.256316
82.0,20.89,2.4,34.031345,-118.256181
83.0,14.42,-2.89,34.03145,-118.256041
84.0,20.0,2.49,34.031558,-118.255909
85.0,19.96,-0.02,34.031663,-118.255775
86.0,16.56,-1.52,34.031773,-118.255648
87.0,12.46,-1.84,34.031883,-118.255515
88.0,11.08,-0.62,34.031994,-118.255387
89.0,12.71,0.73,34.032095,-118.255253
90.0,19.59,3.08,34.032196,-118.255112
91.0,23.33,1.67,34.032299,-118.254982
92.0,15.99,-3.28,34.032408,-118.254854
93.0,10.6,-2.41,34.032524,-118.254723
94.0,7.46,-1.4,34.032633,-118.254593
95.0,0.0,-3.34,34.032731,-118.254454
96.0,7.04,3.15,34.032834,-118.25431
97.0,9.66,1.17,34.032948,-118.254169
98.0,10.28,0.28,34.033045,-118.254024
99.0,10.8,0.23,34.03315,-118.253879
100.0,3.65,-3.2,34.033265,-118.253733
101.0,6.14,1.12,34.033363,-118.253597
102.0,0.0,-3.24,34.033475,-118.253464
103.0,7.69,3.44,34.033588,-118.25332
104.0,6.61,-0.48,34.033696,-118.253188
105.0,0.0,-3.03,34.033806,-118.25306
106.0,5.23,2.34,34.033904,-118.252932
107.0,0.0,-3.19,34.034011,-118.252803
108.0,5.55,2.48,34.034127,-118.252675
109.0,0.0,-3.34,34.034239,-118.252536
110.0,0.0,-1.98,34.034347,-118.252397
111.0,1.94,0.87,34.034456,-118.252253
112.0,0.0,-2.43,34.034559,-118.252117
113.0,0.9,0.4,34.034668,-118.251976
114.0,0.91,0.0,34.034773,-118.251844
115.0,0.0,-3.43,34.034871,-118.251707
116.0,0.0,-1.57,34.03498,-118.251577
117.0,0.0,-1.9,34.035089,-118.251432
118.0,1.37,0.61,34.035185,-118.251298
119.0,0.0,-2.82,34.035284,-118.25116
120.0,0.0,-0.06,34.035396,-118.251023
121.0,7.44,3.33,34.035511,-118.250893
122.0,0.49,-3.11,34.035613,-118.250758
123.0,0.0,-1.69,34.035711,-118.250628
124.0,7.54,3.37,34.03582,-118.250485
125.0,11.3,1.68,34.035933,-118.250355
126.0,10.87,-0.19,34.036032,-118.250216
127.0,11.19,0.14,34.036131,-118.250078
128.0,11.35,0.07,34.03623,-118.24995
129.0,7.48,-1.73,34.036327,-118.249818
130.0,7.75,0.12,34.036425,-118.24968
131.0,3.53,-1.89,34.03653,-118.249547
132.0,2.02,-0.67,34.036636,-118.249404
133.0,3.55,0.68,34.03674,-118.249266
134.0,0.0,-2.39,34.036839,-118.249138
135.0,0.0,-1.8,34.036952,-118.249007
136.0,0.0,-0.57,34.037059,-118.248865
137.0,0.0,-1.33,34.037155,-118.248736
138.0,3.66,1.64,34.037264,-118.248601
139.0,9.12,2.44,34.03737,-118.248474
140.0,7.01,-0.94,34.037482,-118.248333
141.0,3.79,-1.44,34.037581,-118.248205
142.0,0.0,-1.89,34.037687,-118.248063
143.0,0.0,-2.76,34.037794,-118.247932
