time,speed_mph,accel_x,lat,lon
0.0,0.23,0.1,34.016708,-118.282931
1.0,0.0,-1.05,34.016745,-118.282808
2.0,0.0,-0.88,34.01679,-118.28269
3.0,2.57,1.15,34.016829,-118.282576
4.0,6.69,1.84,34.016871,-118.282456
5.0,2.15,-2.03,34.016899,-118.282344
6.0,0.0,-1.98,34.016934,-118.282231
7.0,0.0,-0.91,34.016961,-118.282107
8.0,7.73,3.45,34.017003,-118.281987
9.0,4.59,-1.4,34.017039,-118.281859
10.0,0.0,-2.75,34.01707,-118.281738
11.0,7.69,3.44,34.017104,-118.281614
12.0,12.68,2.23,34.017147,-118.281494
13.0,7.66,-2.25,34.017187,-118.281374
14.0,13.79,2.74,34.017217,-118.281261
15.0,10.22,-1.6,34.017246,-118.281132
16.0,4.58,-2.52,34.017293,-118.281019
17.0,1.18,-1.52,34.017323,-118.280906
18.0,5.77,2.05,34.017355,-118.280782
19.0,0.96,-2.15,34.017398,-118.280659
20.0,0.0,-0.64,34.01744,-118.280547
21.0,7.76,3.47,34.017473,-118.280432
22.0,13.93,2.76,34.017513,-118.280311
23.0,6.14,-3.48,34.01755,-118.280195
24.0,0.84,-2.37,34.017592,-118.280073
25.0,0.0,-0.74,34.01763,-118.279943
26.0,0.0,-2.57,34.017669,-118.279819
27.0,0.0,-2.48,34.017715,-118.279702
28.0,0.0,-2.8,34.017742,-118.279584
29.0,0.0,-0.61,34.017784,-118.279465
30.0,5.62,2.51,34.017822,-118.279344
31.0,0.49,-2.29,34.017852,-118.279217
32.0,4.91,1.97,34.017898,-118.279091
33.0,8.3,1.52,34.017934,-118.27897
34.0,10.13,0.82,34.017976,-118.27885
35.0,14.23,1.83,34.018007,-118.278731
36.0,10.71,-1.57,34.018045,-118.278619
37.0,10.47,-0.11,34.01809,-118.278508
38.0,7.04,-1.53,34.018128,-118.278389
39.0,10.87,1.71,34.018156,-118.278269
40.0,12.08,0.54,34.018194,-118.278157
41.0,9.88,-0.98,34.018225,-118.278046
42.0,8.14,-0.78,34.018265,-118.277919
43.0,14.62,2.9,34.018293,-118.277799
44.0,17.83,1.43,34.018328,-118.277678
45.0,15.92,-0.85,34.01837,-118.277562
46.0,15.5,-0.19,34.01841,-118.27745
47.0,10.69,-2.15,34.018444,-118.277339
48.0,5.0,-2.54,34.018481,-118.277212
49.0,12.36,3.29,34.018509,-118.277101
50.0,20.06,3.44,34.018554,-118.276984
51.0,19.47,-0.26,34.018582,-118.276867
52.0,24.74,2.36,34.018625,-118.27675
53.0,28.67,1.75,34.018655,-118.276633
54.0,35.35,2.99,34.018694,-118.27652
55.0,38.0,1.18,34.018733,-118.276406
56.0,35.42,-1.15,34.018769,-118.276278
57.0,30.21,-2.33,34.018815,-118.276165
58.0,23.24,-3.11,34.018856,-118.27604
59.0,17.52,-2.56,34.018895,-118.275914
60.0,19.53,0.9,34.018941,-118.27579
61.0,25.65,2.74,34.01897,-118.275675
62.0,18.45,-3.22,34.018997,-118.275551
63.0,24.08,2.52,34.01904,-118.275435
64.0,30.34,2.8,34.019085,-118.275311
65.0,27.83,-1.12,34.019125,-118.2752
66.0,33.55,3.34,34.019171,-118.275085
67.0,33.38,-0.08,34.019212,-118.274972
68.0,31.88,-0.67,34.019248,-118.274844
69.0,30.76,-0.5,34.019281,-118.27473
70.0,25.22,-2.48,34.019318,-118.274604
71.0,18.46,-3.02,34.019358,-118.274481
72.0,14.5,-1.77,34.019392,-118.274358
73.0,20.39,2.63,34.019423,-118.274244
74.0,17.7,-1.2,34.019451,-118.274131
75.0,14.31,-1.52,34.019496,-118.274016
76.0,9.44,-2.18,34.019534,-118.273902
77.0,8.2,-0.55,34.019574,-118.273773
78.0,4.23,-1.78,34.01962,-118.273643
79.0,3.9,-0.15,34.019661,-118.273524
80.0,0.0,-1.89,34.019695,-118.273406
81.0,7.52,3.36,34.019734,-118.273276
82.0,2.24,-2.36,34.019781,-118.273146
83.0,6.42,1.87,34.019825,-118.273021
84.0,6.07,-0.16,34.019865,-118.272896
85.0,9.04,1.33,34.0199,-118.272782
86.0,1.62,-3.32,34.019934,-118.272663
87.0,8.49,3.07,34.01998,-118.272533
88.0,13.47,2.23,34.020008,-118.272409
89.0,19.54,2.72,34.02005,-118.272279
90.0,23.03,1.56,34.020097,-118.272169
91.0,18.84,-1.87,34.020127,-118.272048
92.0,13.63,-2.33,34.020173,-118.271926
93.0,15.8,0.97,34.02021,-118.271814
94.0,22.75,3.11,34.02024,-118.271699
95.0,18.74,-1.79,34.020284,-118.271587
96.0,23.54,2.14,34.020321,-118.271466
97.0,19.04,-2.01,34.020368,-118.271346
98.0,20.19,0.52,34.02041,-118.271219
99.0,21.08,0.4,34.02045,-118.271101
100.0,22.39,0.58,34.020479,-118.270984
101.0,20.73,-0.74,34.020512,-118.270863
102.0,19.33,-0.63,34.020545,-118.270744
103.0,12.65,-2.99,34.020589,-118.270632
104.0,16.72,1.82,34.020628,-118.270504
105.0,12.18,-2.03,34.020673,-118.270394
106.0,7.55,-2.07,34.020719,-118.270279
107.0,13.94,2.86,34.020748,-118.270166
108.0,14.93,0.44,34.020781,-118.270048
109.0,18.89,1.77,34.020814,-118.269921
110.0,13.79,-2.28,34.020855,-118.26981
111.0,16.33,1.14,34.02089,-118.269686
112.0,13.81,-1.13,34.020917,-118.269567
113.0,20.35,2.92,34.020962,-118.269451
114.0,16.8,-1.59,34.020995,-118.269326
115.0,17.69,0.4,34.021024,-118.269215
116.0,20.65,1.33,34.02106,-118.269092
117.0,13.92,-3.01,34.021102,-118.268979
118.0,7.28,-2.97,34.021146,-118.268864
119.0,14.13,3.06,34.021177,-118.268752
120.0,19.1,2.22,34.021212,-118.26864
121.0,15.75,-1.5,34.021256,-118.268519
122.0,21.92,2.76,34.021283,-118.268394
