time,speed_mph,accel_x,lat,lon
0.0,0.0,-1.73,33.970196,-118.287336
1.0,1.27,0.57,33.970284,-118.28728
2.0,0.4,-0.39,33.970373,-118.287206
3.0,4.25,1.72,33.970466,-118.287133
4.0,0.0,-2.91,33.970561,-118.287073
5.0,0.0,-0.72,33.970653,-118.287012
6.0,2.19,0.98,33.970743,-118.28695
7.0,0.0,-3.19,33.970835,-118.286882
8.0,0.6,0.27,33.970934,-118.286808
9.0,2.22,0.73,33.971042,-118.286742
10.0,1.57,-0.29,33.971139,-118.286672
11.0,8.88,3.27,33.971229,-118.286607
12.0,3.18,-2.55,33.971334,-118.286548
13.0,0.0,-3.33,33.97144,-118.286481
14.0,6.96,3.11,33.971548,-118.286424
15.0,10.97,1.79,33.971637,-118.286357
16.0,9.15,-0.81,33.971736,-118.286291
17.0,10.03,0.39,33.971826,-118.286216
18.0,6.45,-1.6,33.971925,-118.286155
19.0,0.0,-2.92,33.972023,-118.286083
20.0,2.94,1.31,33.972128,-118.286015
21.0,3.58,0.29,33.97223,-118.285945
22.0,0.0,-2.23,33.97233,-118.285881
23.0,2.45,1.09,33.972432,-118.285824
24.0,0.0,-2.04,33.972529,-118.285765
25.0,0.0,-1.33,33.972636,-118.285703
26.0,1.93,0.86,33.972737,-118.28564
27.0,7.08,2.3,33.972831,-118.285583
28.0,14.03,3.11,33.972933,-118.285526
29.0,13.63,-0.18,33.973026,-118.28547
30.0,12.96,-0.3,33.973125,-118.285413
31.0,6.8,-2.75,33.973223,-118.285357
32.0,1.84,-2.22,33.973318,-118.285298
33.0,6.98,2.29,33.973425,-118.285241
34.0,14.29,3.27,33.97352,-118.285175
35.0,11.21,-1.38,33.973612,-118.285103
36.0,4.39,-3.05,33.973701,-118.285045
37.0,3.17,-0.55,33.973796,-118.284987
38.0,4.99,0.81,33.973899,-118.284914
39.0,7.97,1.33,33.973995,-118.284843
40.0,0.45,-3.36,33.974096,-118.284773
41.0,3.73,1.46,33.974194,-118.284702
42.0,9.87,2.74,33.974293,-118.284636
43.0,5.69,-1.87,33.974389,-118.284562
44.0,9.21,1.57,33.974497,-118.284503
45.0,9.25,0.02,33.974597,-118.284441
46.0,5.35,-1.74,33.974688,-118.284371
47.0,8.67,1.48,33.974786,-118.284311
48.0,9.01,0.15,33.97488,-118.284256
49.0,5.37,-1.63,33.97498,-118.284193
50.0,0.74,-2.07,33.975088,-118.284125
51.0,0.0,-2.26,33.975196,-118.284065
52.0,5.03,2.25,33.975286,-118.284001
53.0,0.0,-2.46,33.975383,-118.28394
54.0,6.12,2.74,33.975476,-118.283875
