time,speed_mph,accel_x,lat,lon
0.0,0.0,-1.91,33.996915,-118.216044
1.0,6.29,2.81,33.996993,-118.215796
2.0,11.18,2.18,33.99706,-118.215548
3.0,13.26,0.93,33.99713,-118.215307
4.0,21.08,3.5,33.997203,-118.215066
5.0,16.56,-2.02,33.997288,-118.214811
6.0,15.21,-0.6,33.997372,-118.214555
7.0,14.46,-0.34,33.997444,-118.214301
8.0,19.23,2.14,33.997531,-118.214047
9.0,12.97,-2.8,33.997602,-118.213803
10.0,14.32,0.6,33.997679,-118.213561
11.0,17.37,1.36,33.997763,-118.213313
12.0,20.57,1.43,33.997832,-118.213076
13.0,19.67,-0.4,33.997905,-118.212833
14.0,14.57,-2.28,33.997987,-118.212582
15.0,6.78,-3.48,33.998069,-118.212345
16.0,5.21,-0.7,33.998149,-118.212108
17.0,1.73,-1.56,33.998234,-118.211856
18.0,6.63,2.19,33.998307,-118.2116
19.0,0.53,-2.73,33.998394,-118.211345
20.0,0.0,-3.35,33.998469,-118.211093
21.0,3.37,1.51,33.99855,-118.210837
22.0,6.08,1.21,33.998635,-118.210594
23.0,3.75,-1.04,33.998709,-118.210354
24.0,4.03,0.13,33.998789,-118.210113
25.0,2.64,-0.62,33.998858,-118.209875
26.0,10.01,3.3,33.998929,-118.209624
27.0,15.51,2.46,33.999002,-118.209383
28.0,21.84,2.83,33.999088,-118.209135
29.0,25.04,1.43,33.999162,-118.208897
30.0,24.77,-0.12,33.999233,-118.208658
31.0,29.53,2.13,33.999315,-118.208411
32.0,31.81,1.02,33.999392,-118.208165
33.0,29.29,-1.13,33.999472,-118.207919
34.0,26.99,-1.02,33.999549,-118.207663
35.0,31.38,1.96,33.999622,-118.207423
36.0,31.64,0.12,33.999689,-118.207181
37.0,29.35,-1.02,33.999758,-118.206926
38.0,33.86,2.02,33.999833,-118.206674
39.0,29.76,-1.84,33.999911,-118.206435
40.0,33.99,1.89,33.999993,-118.206191
41.0,36.41,1.08,34.000065,-118.205934
