0.0,0.0,-0.71,33.961454,-118.244926
1.0,1.24,0.55,33.96159,-118.244785
2.0,0.0,-3.33,33.96172,-118.24463
3.0,0.0,-1.22,33.961859,-118.244477
4.0,0.98,0.44,33.961998,-118.244326
5.0,0.0,-3.2,33.962145,-118.244185
6.0,0.24,0.11,33.962275,-118.244045
7.0,2.71,1.11,33.962406,-118.243896
8.0,5.83,1.39,33.962546,-118.243755
9.0,0.0,-2.83,33.962688,-118.243609
10.0,0.0,-2.88,33.96282,-118.243453
11.0,0.0,-2.5,33.962951,-118.243311
12.0,1.0,0.45,33.963085,-118.243163
13.0,0.0,-0.48,33.963215,-118.243016
14.0,0.0,-1.18,33.963346,-118.242872
15.0,4.1,1.83,33.963494,-118.242717
16.0,6.44,1.04,33.963634,-118.242565
17.0,3.22,-1.44,33.963773,-118.242423
18.0,9.02,2.59,33.963917,-118.242269
19.0,14.6,2.49,33.964062,-118.242125
20.0,7.06,-3.37,33.964196,-118.241981
21.0,6.77,-0.13,33.964341,-118.241843
22.0,8.11,0.6,33.964474,-118.241697
23.0,5.75,-1.06,33.964607,-118.241539
24.0,10.56,2.15,33.964749,-118.241387
25.0,6.39,-1.86,33.964878,-118.241233
26.0,6.23,-0.07,33.965027,-118.241086
27.0,7.59,0.61,33.96517,-118.24093
28.0,13.78,2.76,33.965317,-118.240774
29.0,21.02,3.24,33.965448,-118.240617
30.0,26.89,2.62,33.965595,-118.240464
31.0,25.2,-0.75,33.965743,-118.240307
32.0,27.66,1.1,33.965885,-118.240162
33.0,31.43,1.69,33.96603,-118.240016
34.0,36.87,2.43,33.966176,-118.239859
35.0,30.26,-2.95,33.966325,-118.239711
36.0,37.15,3.08,33.966456,-118.239558
37.0,39.54,1.07,33.966601,-118.239408
38.0,37.05,-1.11,33.966747,-118.23927
39.0,43.38,2.83,33.966882,-118.239128
40.0,47.43,1.81,33.967012,-118.238986
41.0,43.48,-1.76,33.967144,-118.238833
42.0,44.74,3.38,33.967283,-118.238692
43.0,41.78,-1.32,33.967432,-118.238553
44.0,33.55,-1.97,33.96757,-118.238409
45.0,33.87,0.14,33.9677,-118.238266
46.0,26.94,-3.09,33.96784,-118.238125
47.0,34.58,3.41,33.967977,-118.23797
48.0,33.02,-0.7,33.968116,-118.237813
49.0,38.38,2.39,33.968245,-118.237655
50.0,33.03,-2.39,33.968391,-118.237509
51.0,32.29,-0.33,33.968532,-118.237352
52.0,25.01,-3.26,33.968676,-118.237205
53.0,19.93,-2.27,33.968824,-118.237054
54.0,19.28,-0.29,33.96896,-118.236907
55.0,21.36,0.93,33.969109,-118.236759
56.0,26.45,2.28,33.969248,-118.236619
57.0,22.03,-1.98,33.969394,-118.23646
58.0,17.24,-2.14,33.969524,-118.236318
59.0,21.5,1.91,33.96967,-118.236169
60.0,20.38,-0.5,33.96981,-118.236019
61.0,24.4,1.8,33.969942,-118.235881
62.0,17.38,-3.14,33.970072,-118.235723
63.0,24.26,3.08,33.970213,-118.235575
64.0,28.98,2.11,33.97036,-118.235431
65.0,34.76,2.58,33.970503,-118.235287
66.0,30.09,-2.09,33.970648,-118.235141
67.0,32.97,1.29,33.970782,-118.235
68.0,34.28,0.58,33.970923,-118.234843
69.0,37.98,1.66,33.97107,-118.2347
70.0,43.17,2.32,33.971201,-118.234562
71.0,33.55,-0.92,33.971338,-118.234421
72.0,26.44,-3.18,33.971483,-118.234266
73.0,21.49,-2.21,33.971616,-118.234109
74.0,18.81,-1.2,33.971762,-118.233961
75.0,11.07,-3.46,33.971895,-118.233819
76.0,11.29,0.1,33.97203,-118.233668
77.0,16.65,2.39,33.972178,-118.233517
78.0,15.1,-0.69,33.972317,-118.23337
79.0,13.26,-0.83,33.972458,-118.233222
80.0,12.76,-0.22,33.972596,-118.233077
81.0,19.12,2.84,33.97273,-118.232933
82.0,25.37,2.79,33.972862,-118.232775
83.0,20.26,-2.28,33.972999,-118.232627
84.0,21.53,0.57,33.973131,-118.232477
85.0,28.07,2.92,33.973265,-118.232332
86.0,32.22,1.85,33.973402,-118.232184
87.0,26.32,-2.63,33.973532,-118.23203
88.0,21.93,-1.96,33.973672,-118.231872
