time,speed_mph,accel_x,lat,lon
0.0,0.0,-2.64,34.025058,-118.268426
1.0,0.0,-3.36,34.025095,-118.268389
2.0,7.0,3.13,34.025142,-118.268338
3.0,0.14,-3.07,34.02517,-118.268297
4.0,3.11,1.33,34.025217,-118.268246
5.0,4.3,0.53,34.025261,-118.268194
6.0,9.7,2.41,34.025293,-118.268157
7.0,15.98,2.81,34.025339,-118.26812
8.0,23.15,3.2,34.025374,-118.26808
9.0,26.38,1.44,34.02542,-118.268043
10.0,32.15,2.58,34.025463,-118.267997
11.0,31.66,-0.22,34.025505,-118.267943
12.0,37.43,2.58,34.02555,-118.267893
13.0,33.55,-1.16,34.025589,-118.267848
14.0,32.21,-0.6,34.025619,-118.267803
15.0,32.25,0.02,34.02565,-118.267763
16.0,37.6,2.39,34.025681,-118.267711
17.0,37.01,-0.26,34.025722,-118.267659
18.0,42.41,2.41,34.025768,-118.267613
19.0,46.59,1.87,34.025796,-118.267563
20.0,52.88,2.81,34.025843,-118.267525
21.0,52.79,-0.04,34.025872,-118.267489
22.0,55.3,1.12,34.025917,-118.267448
23.0,54.78,-0.23,34.025947,-118.267393
24.0,56.15,0.61,34.025984,-118.267352
25.0,44.74,0.28,34.026022,-118.267317
26.0,33.55,-2.17,34.026055,-118.267262
27.0,27.84,-2.55,34.026089,-118.267216
28.0,21.7,-2.74,34.026124,-118.267179
29.0,16.91,-2.14,34.026165,-118.267126
30.0,17.26,0.16,34.026204,-118.267075
31.0,13.57,-1.65,34.026233,-118.267033
32.0,16.48,1.3,34.026276,-118.266996
33.0,24.19,3.45,34.026307,-118.266942
34.0,24.46,0.12,34.026344,-118.266901
35.0,18.3,-2.75,34.026381,-118.266854
36.0,24.59,2.81,34.026421,-118.266813
37.0,20.38,-1.88,34.026454,-118.266765
38.0,17.27,-1.39,34.026491,-118.266717
39.0,16.63,-0.29,34.026538,-118.266681
40.0,22.65,2.69,34.026585,-118.266633
41.0,22.97,0.14,34.026626,-118.26659
42.0,18.82,-1.86,34.026671,-118.266535
43.0,16.36,-1.1,34.026712,-118.266493
