time,speed_mph,accel_x,lat,lon
0.0,0.0,-0.2,34.004947,-118.297704
1.0,3.38,1.51,34.004987,-118.297646
2.0,0.0,-1.76,34.005031,-118.297574
3.0,5.69,2.54,34.005074,-118.297502
4.0,5.24,-0.2,34.005115,-118.297438
5.0,8.71,1.55,34.005167,-118.297375
6.0,1.56,-3.2,34.005208,-118.297319
7.0,7.28,2.56,34.00526,-118.29726
8.0,14.07,3.03,34.005304,-118.29719
9.0,18.9,2.16,34.005355,-118.297124
10.0,11.93,-3.12,34.005404,-118.29706
11.0,8.04,-1.74,34.005443,-118.297
12.0,6.12,-0.86,34.005488,-118.296926
13.0,0.0,-2.89,34.005534,-118.296863
14.0,7.42,3.32,34.005575,-118.29679
15.0,0.0,-3.33,34.005628,-118.296728
16.0,4.69,2.1,34.005685,-118.296654
17.0,10.83,2.75,34.005731,-118.296586
18.0,10.03,-0.36,34.005774,-118.29652
19.0,9.38,-0.29,34.005822,-118.296463
20.0,11.0,0.73,34.005878,-118.296389
21.0,11.29,0.13,34.005918,-118.29633
22.0,6.08,-2.33,34.005967,-118.296262
23.0,0.0,-3.08,34.006008,-118.296199
24.0,0.0,-1.06,34.006054,-118.296137
25.0,4.17,1.86,34.006108,-118.296073
26.0,0.0,-2.02,34.006153,-118.296001
27.0,0.0,-0.07,34.006193,-118.295929
28.0,0.0,-3.02,34.006241,-118.295855
29.0,0.0,-3.48,34.006297,-118.295799
30.0,6.7,3.0,34.006335,-118.295741
31.0,3.49,-1.44,34.006375,-118.295678
32.0,0.0,-2.62,34.006427,-118.295605
33.0,0.0,-0.28,34.006467,-118.295542
34.0,6.19,2.77,34.00651,-118.295476
35.0,0.33,-2.62,34.006555,-118.295419
36.0,1.98,0.74,34.0066,-118.295351
37.0,8.14,2.75,34.006657,-118.295285
38.0,1.44,-2.99,34.006711,-118.295214
39.0,3.81,1.06,34.006766,-118.295158
40.0,0.0,-2.17,34.006811,-118.295084
41.0,0.0,-3.23,34.006859,-118.295009
42.0,7.19,3.21,34.006908,-118.294952
43.0,3.41,-1.69,34.006951,-118.294894
44.0,0.0,-3.5,34.006999,-118.294837
45.0,6.44,2.88,34.00705,-118.294775
46.0,7.15,0.32,34.007105,-118.294715
47.0,8.71,0.7,34.007153,-118.294656
48.0,15.69,3.12,34.0072,-118.294599
49.0,11.07,-2.07,34.007255,-118.294526
50.0,13.14,0.93,34.007301,-118.29446
51.0,12.8,-0.15,34.007345,-118.2944
52.0,10.97,-0.82,34.007388,-118.294327
53.0,4.17,-3.04,34.007434,-118.294254
54.0,9.2,2.25,34.007475,-118.294185
55.0,4.04,-2.31,34.007519,-118.294117
56.0,4.44,0.18,34.007559,-118.294056
57.0,0.69,-1.68,34.007598,-118.293998
58.0,0.0,-2.39,34.007638,-118.29393
59.0,2.62,1.17,34.007694,-118.293863
60.0,0.0,-3.47,34.00775,-118.293802
61.0,0.0,-2.77,34.007801,-118.293742
62.0,0.0,-1.26,34.007846,-118.293669
63.0,0.0,-3.18,34.007903,-118.29361
64.0,0.0,-2.33,34.007944,-118.293549
65.0,4.98,2.22,34.007988,-118.293479
66.0,4.43,-0.24,34.008036,-118.293409
67.0,0.0,-3.12,34.008084,-118.293348
68.0,0.0,-2.52,34.008134,-118.293286
69.0,0.21,0.09,34.008185,-118.293227
70.0,0.0,-2.88,34.008234,-118.293159
71.0,0.0,-3.33,34.00829,-118.293102
72.0,7.23,3.23,34.008342,-118.29304
73.0,3.94,-1.47,34.008382,-118.292974
74.0,11.67,3.46,34.008428,-118.292902
75.0,16.39,2.11,34.008483,-118.292829
76.0,20.81,1.98,34.008527,-118.29276
77.0,14.3,-2.91,34.008578,-118.292703
78.0,16.9,1.16,34.008635,-118.292647
79.0,20.19,1.47,34.008687,-118.292583
80.0,18.03,-0.96,34.008731,-118.292516
81.0,23.35,2.38,34.008773,-118.292445
82.0,27.71,1.95,34.008822,-118.292381
83.0,28.24,0.23,34.00887,-118.292323
84.0,30.85,1.17,34.008924,-118.292267
85.0,38.08,3.23,34.008978,-118.292209
86.0,40.52,1.09,34.00902,-118.292135
87.0,46.29,2.58,34.009076,-118.292079
88.0,33.55,1.28,34.009119,-118.292007
89.0,41.06,3.36,34.009172,-118.291942
90.0,37.83,-1.44,34.009211,-118.29187
91.0,42.88,2.26,34.009262,-118.291814
92.0,33.55,-0.35,34.009313,-118.29175
93.0,37.4,1.72,34.009352,-118.291677
94.0,34.72,-1.19,34.009392,-118.291607
95.0,27.4,-3.28,34.009447,-118.291543
96.0,30.42,1.35,34.009491,-118.291476
97.0,31.49,0.48,34.009544,-118.291402
98.0,32.21,0.32,34.009598,-118.291336
99.0,33.55,2.27,34.009637,-118.291275
100.0,30.64,-1.3,34.009688,-118.291204
101.0,29.74,-0.4,34.009728,-118.291129
102.0,24.2,-2.48,34.009785,-118.291055
103.0,22.62,-0.71,34.009841,-118.290999
104.0,28.05,2.43,34.009887,-118.290928
105.0,21.12,-3.1,34.00994,-118.29087
106.0,20.78,-0.15,34.009992,-118.290796
107.0,25.51,2.12,34.010047,-118.290736
108.0,32.75,3.24,34.010101,-118.290676
109.0,33.55,2.59,34.010145,-118.29062
110.0,34.55,0.45,34.010194,-118.29056
111.0,30.22,-1.94,34.010239,-118.2905
112.0,32.1,0.84,34.010293,-118.290429
113.0,24.95,-3.2,34.010351,-118.290356
114.0,28.7,1.68,34.010408,-118.290295
115.0,33.55,3.17,34.010456,-118.290225
116.0,37.5,1.76,34.010503,-118.290161
117.0,30.66,-3.06,34.010549,-118.290093
118.0,37.39,3.01,34.010598,-118.290018
119.0,30.45,-3.1,34.010644,-118.289951
120.0,35.72,2.35,34.010686,-118.289876
121.0,35.53,-0.08,34.010738,-118.289816
122.0,33.14,-1.07,34.010792,-118.289751
123.0,37.54,1.97,34.010839,-118.289679
124.0,34.27,-1.46,34.01088,-118.28961
125.0,28.82,-2.43,34.010933,-118.289535
126.0,28.17,-0.29,34.010979,-118.289465
127.0,27.98,-0.08,34.011023,-118.289407
128.0,24.17,-1.7,34.01107,-118.28935
129.0,20.61,-1.59,34.011112,-118.28929
130.0,26.03,2.42,34.01116,-118.289229
131.0,21.72,-1.93,34.01121,-118.289157
132.0,25.24,1.57,34.01125,-118.28909
133.0,27.13,0.85,34.011305,-118.289016
134.0,28.37,0.55,34.011349,-118.288944
135.0,33.46,2.27,34.011391,-118.288877
136.0,38.28,2.16,34.011448,-118.288814
137.0,45.48,3.22,34.011494,-118.288746
138.0,43.59,-0.84,34.011538,-118.288689
139.0,33.55,1.92,34.011586,-118.288618
140.0,28.39,-2.31,34.011635,-118.288555
141.0,23.36,-2.25,34.011691,-118.288488
142.0,30.78,3.32,34.011742,-118.288416
143.0,24.16,-2.96,34.011794,-118.288343
144.0,23.37,-0.35,34.011833,-118.288282
145.0,23.61,0.11,34.011892,-118.288218
146.0,25.83,0.99,34.011938,-118.288149
147.0,25.09,-0.33,34.011977,-118.288076
148.0,32.31,3.23,34.012021,-118.288004
149.0,36.42,1.84,34.01206,-118.287934
150.0,33.55,-0.75,34.012099,-118.287861
151.0,30.29,-1.46,34.012138,-118.287803
152.0,27.39,-1.29,34.012185,-118.287746
153.0,26.66,-0.33,34.012243,-118.287677
154.0,25.25,-0.63,34.012297,-118.287618
155.0,22.75,-1.12,34.012351,-118.287562
156.0,22.51,-0.11,34.012402,-118.287492
157.0,26.68,1.86,34.012444,-118.287417
158.0,25.01,-0.74,34.012483,-118.28735
159.0,23.72,-0.58,34.012529,-118.287292
160.0,23.39,-0.15,34.012573,-118.287236
161.0,24.02,0.28,34.012631,-118.287164
162.0,18.18,-2.61,34.012669,-118.287108
163.0,19.91,0.78,34.012728,-118.287034
164.0,22.33,1.08,34.012768,-118.286973
165.0,21.46,-0.39,34.01281,-118.286912
166.0,20.96,-0.22,34.012864,-118.286839
167.0,14.79,-2.76,34.012911,-118.286765
168.0,20.61,2.6,34.012958,-118.286708
169.0,23.79,1.42,34.013004,-118.286644
170.0,18.7,-2.28,34.013054,-118.286586
171.0,13.69,-2.24,34.013111,-118.286516
172.0,14.54,0.38,34.013156,-118.286449
173.0,17.16,1.17,34.01321,-118.286383
174.0,12.48,-2.09,34.013255,-118.286326
175.0,13.65,0.52,34.013296,-118.286268
176.0,11.73,-0.86,34.013341,-118.286199
177.0,12.97,0.56,34.013385,-118.286136
178.0,19.72,3.01,34.01343,-118.286066
179.0,25.35,2.52,34.01348,-118.286007
180.0,19.92,-2.43,34.013538,-118.285937
181.0,25.89,2.67,34.013583,-118.285876
182.0,27.27,0.62,34.013626,-118.285801
183.0,34.0,3.01,34.013669,-118.285741
184.0,33.13,-0.39,34.01371,-118.285683
185.0,29.51,-1.62,34.013753,-118.285609
186.0,26.48,-1.35,34.013798,-118.285538
187.0,30.96,2.0,34.013855,-118.285464
188.0,25.72,-2.34,34.0139,-118.285398
189.0,29.41,1.65,34.013953,-118.285325
190.0,36.87,3.34,34.013993,-118.285255
191.0,30.44,-2.87,34.014039,-118.28518
192.0,25.67,-2.13,34.014081,-118.285116
193.0,33.08,3.31,34.014128,-118.285053
194.0,36.66,1.6,34.014181,-118.284996
195.0,33.69,-1.32,34.014221,-118.284939
196.0,35.92,0.99,34.014273,-118.284867
197.0,42.72,3.04,34.014316,-118.284798
198.0,44.41,0.76,34.014358,-118.284733
199.0,50.98,2.94,34.014403,-118.284659
200.0,53.74,1.23,34.014447,-118.284584
201.0,55.01,0.57,34.014494,-118.284516
202.0,55.78,0.35,34.014546,-118.284453
203.0,59.64,1.73,34.014595,-118.28439
204.0,60.19,0.25,34.014637,-118.284326
205.0,55.92,3.23,34.014687,-118.284259
206.0,51.38,-2.03,34.014734,-118.284198
207.0,33.55,-2.69,34.01478,-118.284141
208.0,35.89,1.04,34.014819,-118.284073
209.0,31.98,-1.75,34.014864,-118.28401
210.0,26.86,-2.29,34.014912,-118.283947
211.0,31.88,2.25,34.014964,-118.283881
212.0,33.98,0.94,34.015012,-118.283824
213.0,33.55,2.7,34.015061,-118.283766
214.0,28.22,-2.39,34.015108,-118.283705
215.0,34.37,2.75,34.015167,-118.283645
216.0,40.08,2.55,34.01522,-118.283574
217.0,33.55,2.47,34.015273,-118.283515
218.0,36.58,1.35,34.015315,-118.283447
219.0,33.55,0.09,34.015361,-118.283388
220.0,27.28,-2.8,34.015417,-118.283327
221.0,25.27,-0.9,34.015473,-118.283271
222.0,25.32,0.02,34.015522,-118.283206
223.0,29.44,1.84,34.015562,-118.28315
224.0,27.21,-1.0,34.015608,-118.283087
225.0,19.77,-3.33,34.015654,-118.283016
226.0,26.45,2.98,34.015694,-118.282942
227.0,34.25,3.49,34.015739,-118.282883
228.0,36.63,1.06,34.015784,-118.282808
229.0,32.11,-2.02,34.015835,-118.282742
230.0,25.2,-3.09,34.015879,-118.282673
231.0,28.21,1.34,34.015927,-118.282608
232.0,34.45,2.79,34.015971,-118.282533
233.0,39.62,2.31,34.016013,-118.282473
234.0,38.87,-0.34,34.016059,-118.28241
235.0,36.18,-1.2,34.0161,-118.282349
236.0,29.26,-3.09,34.016154,-118.282279
237.0,35.13,2.63,34.016207,-118.282215
238.0,33.55,-0.32,34.016248,-118.282151
239.0,34.04,0.22,34.016299,-118.282089
240.0,34.93,0.4,34.016357,-118.282024
241.0,32.94,-0.89,34.016399,-118.281962
242.0,39.89,3.11,34.016456,-118.281892
243.0,33.55,2.99,34.016496,-118.281823
244.0,33.55,1.1,34.016548,-118.281749
245.0,37.92,1.95,34.016597,-118.281689
246.0,38.15,0.1,34.016648,-118.281631
247.0,33.55,-1.5,34.016696,-118.281567
248.0,35.79,1.0,34.016744,-118.281511
249.0,43.24,3.33,34.016796,-118.281453
250.0,48.91,2.54,34.016837,-118.281391
251.0,43.71,-2.33,34.016895,-118.281325
252.0,44.84,0.51,34.016941,-118.281255
253.0,50.91,2.71,34.016989,-118.281184
254.0,54.13,1.44,34.017044,-118.28112
255.0,48.0,-2.74,34.017097,-118.281047
256.0,44.74,1.31,34.017151,-118.28098
257.0,49.54,2.14,34.017206,-118.280913
258.0,52.16,1.17,34.017252,-118.280853
259.0,46.46,-2.55,34.017304,-118.280797
260.0,51.25,2.14,34.017348,-118.280726
261.0,52.34,0.49,34.017396,-118.280657
262.0,46.78,-2.49,34.017451,-118.280583
263.0,46.04,-0.33,34.017508,-118.280508
264.0,44.74,0.57,34.017566,-118.280432
265.0,44.74,2.38,34.01762,-118.280366
266.0,49.36,2.07,34.017661,-118.280295
267.0,45.44,-1.75,34.017707,-118.280235
268.0,33.55,2.19,34.01775,-118.280179
269.0,40.99,3.32,34.017799,-118.280121
270.0,34.57,-2.87,34.017846,-118.28006
271.0,34.61,0.02,34.017901,-118.279996
272.0,29.21,-2.41,34.017947,-118.279939
273.0,23.76,-2.44,34.017986,-118.279874
274.0,20.69,-1.37,34.018028,-118.279813
275.0,16.11,-2.05,34.018078,-118.279752
276.0,23.93,3.5,34.018132,-118.279682
277.0,28.69,2.13,34.018187,-118.279608
278.0,22.46,-2.78,34.018229,-118.279533
279.0,14.96,-3.35,34.018269,-118.279468
280.0,13.52,-0.65,34.018317,-118.279392
281.0,8.92,-2.06,34.018358,-118.279321
282.0,12.1,1.42,34.018404,-118.279263
283.0,18.96,3.07,34.018457,-118.2792
284.0,16.93,-0.91,34.018515,-118.279127
285.0,21.66,2.11,34.018562,-118.279067
286.0,25.32,1.64,34.018621,-118.278999
287.0,24.91,-0.18,34.018679,-118.27894
288.0,29.83,2.2,34.018729,-118.278877
289.0,22.78,-3.15,34.018776,-118.278812
290.0,25.11,1.04,34.01882,-118.278755
291.0,20.98,-1.84,34.018866,-118.278697
292.0,22.99,0.9,34.018908,-118.278623
293.0,28.3,2.37,34.01896,-118.278557
294.0,34.38,2.72,34.019013,-118.278487
295.0,40.49,2.73,34.019062,-118.278423
296.0,33.55,3.38,34.019113,-118.278351
297.0,29.29,-1.91,34.019152,-118.278283
298.0,31.37,0.93,34.019205,-118.27821
299.0,29.28,-0.94,34.019253,-118.278137
300.0,25.15,-1.85,34.019308,-118.278069
301.0,20.8,-1.94,34.01936,-118.278008
302.0,25.89,2.27,34.0194,-118.27795
303.0,23.45,-1.09,34.019455,-118.27788
304.0,24.54,0.49,34.019513,-118.27782
305.0,27.22,1.2,34.019553,-118.277759
306.0,24.71,-1.12,34.019609,-118.277699
307.0,18.22,-2.9,34.019651,-118.277638
308.0,14.74,-1.55,34.019706,-118.277564
309.0,17.86,1.39,34.019755,-118.277489
310.0,11.92,-2.66,34.019811,-118.277422
311.0,7.59,-1.93,34.019866,-118.277362
312.0,11.95,1.95,34.019921,-118.277302
313.0,8.45,-1.56,34.019974,-118.277233
314.0,11.52,1.37,34.020015,-118.277165
315.0,7.15,-1.95,34.020056,-118.277105
316.0,6.99,-0.07,34.020109,-118.277047
317.0,1.89,-2.28,34.020156,-118.276975
318.0,8.41,2.91,34.020202,-118.276916
319.0,16.18,3.48,34.020251,-118.27686
320.0,17.53,0.6,34.020292,-118.276804
321.0,17.96,0.19,34.020335,-118.276742
322.0,23.36,2.41,34.020376,-118.276673
323.0,18.06,-2.37,34.020434,-118.2766
324.0,25.83,3.47,34.020488,-118.276529
325.0,19.38,-2.88,34.020539,-118.276462
326.0,14.66,-2.11,34.020589,-118.276405
327.0,17.55,1.3,34.020643,-118.276333
328.0,23.75,2.77,34.020699,-118.276274
329.0,16.85,-3.09,34.020746,-118.276209
330.0,16.64,-0.09,34.020793,-118.276142
331.0,18.29,0.74,34.020844,-118.276085
332.0,11.65,-2.97,34.02089,-118.276024
333.0,14.65,1.34,34.020938,-118.275952
334.0,12.95,-0.76,34.020988,-118.27589
335.0,9.38,-1.6,34.021045,-118.27583
336.0,2.23,-3.2,34.021091,-118.27576
