time,speed_mph,accel_x,lat,lon
0.0,1.61,0.72,34.026886,-118.241567
1.0,0.0,-1.93,34.026937,-118.241538
2.0,6.87,3.07,34.026986,-118.241509
3.0,7.64,0.35,34.02703,-118.241474
4.0,11.15,1.57,34.027067,-118.241458
5.0,8.42,-1.22,34.027114,-118.241433
6.0,8.78,0.16,34.027156,-118.241413
7.0,3.32,-2.44,34.027209,-118.241378
8.0,8.6,2.36,34.027263,-118.241347
9.0,5.35,-1.45,34.027312,-118.241315
10.0,0.0,-2.51,34.02736,-118.241283
11.0,2.73,1.22,34.027413,-118.241265
12.0,0.54,-0.98,34.027461,-118.241234
13.0,4.51,1.77,34.027514,-118.241207
14.0,12.08,3.39,34.027563,-118.241176
15.0,16.78,2.1,34.027604,-118.24115
16.0,23.22,2.88,34.027647,-118.241119
17.0,27.71,2.01,34.027687,-118.241101
18.0,31.52,1.7,34.027726,-118.241082
19.0,31.18,-0.15,34.027774,-118.241057
20.0,33.01,0.82,34.027819,-118.241022
21.0,33.5,0.22,34.027876,-118.240994
22.0,30.43,-1.37,34.027927,-118.240977
23.0,25.52,-2.19,34.027968,-118.240943
24.0,28.61,1.38,34.028009,-118.240927
25.0,23.15,-2.44,34.028062,-118.240906
26.0,25.07,0.86,34.028109,-118.240884
27.0,22.29,-1.24,34.028162,-118.240865
28.0,20.0,-1.03,34.0282,-118.240838
29.0,26.44,2.88,34.028248,-118.240804
30.0,31.57,2.29,34.028288,-118.240789
31.0,33.55,1.88,34.028339,-118.240774
32.0,35.41,0.83,34.028387,-118.240753
33.0,36.03,0.28,34.028444,-118.240722
34.0,32.66,-1.5,34.028481,-118.240703
35.0,31.62,-0.47,34.028529,-118.240686
36.0,26.11,-2.46,34.02857,-118.240666
37.0,33.69,3.39,34.028621,-118.24064
38.0,39.62,2.65,34.028672,-118.240615
39.0,40.26,0.29,34.028722,-118.240584
40.0,32.65,-3.41,34.028771,-118.24056
41.0,29.0,-1.63,34.028824,-118.240543
42.0,35.83,3.05,34.028867,-118.240524
43.0,33.55,1.47,34.028916,-118.240499
44.0,33.0,-0.25,34.028957,-118.240483
45.0,34.49,0.66,34.029012,-118.240456
46.0,29.16,-2.38,34.029064,-118.240432
47.0,30.22,0.47,34.029119,-118.24041
48.0,31.69,0.65,34.029163,-118.240387
49.0,33.83,0.96,34.029201,-118.240367
50.0,30.53,-1.47,34.02925,-118.240337
51.0,27.91,-1.17,34.029299,-118.240318
52.0,34.82,3.09,34.029351,-118.240284
53.0,31.54,-1.47,34.029406,-118.240267
54.0,25.37,-2.76,34.029458,-118.240246
55.0,26.69,0.59,34.029499,-118.240228
56.0,22.06,-2.07,34.029547,-118.240195
57.0,25.07,1.34,34.029584,-118.240168
58.0,28.62,1.59,34.029624,-118.24014
59.0,32.05,1.53,34.029666,-118.24012
60.0,36.02,1.77,34.029721,-118.24009
61.0,39.5,1.56,34.029762,-118.240072
62.0,42.37,1.28,34.029815,-118.240046
63.0,42.47,0.04,34.029854,-118.24002
64.0,44.74,3.02,34.029892,-118.240002
65.0,45.74,0.45,34.029939,-118.239984
66.0,44.74,2.89,34.029993,-118.239963
67.0,50.76,2.69,34.03005,-118.239938
68.0,44.74,-2.01,34.030103,-118.239909
69.0,50.91,2.76,34.030151,-118.23988
70.0,33.55,-1.93,34.030197,-118.239846
71.0,38.56,2.24,34.03024,-118.239826
72.0,39.74,0.53,34.030278,-118.239796
73.0,43.41,1.64,34.030328,-118.239775
74.0,51.17,3.47,34.030379,-118.239751
75.0,44.74,3.11,34.030433,-118.239735
76.0,40.19,-2.03,34.030475,-118.23972
77.0,46.3,2.73,34.030532,-118.239688
78.0,42.67,-1.62,34.030581,-118.239655
79.0,40.43,-1.0,34.030621,-118.239627
80.0,46.73,2.82,34.030664,-118.239605
81.0,48.35,0.73,34.030714,-118.239575
82.0,53.18,2.16,34.030766,-118.239546
83.0,59.11,2.65,34.030816,-118.239516
84.0,33.55,-2.72,34.030858,-118.23949
85.0,33.05,-0.23,34.030898,-118.239473
86.0,35.82,1.24,34.030949,-118.239453
87.0,34.51,-0.59,34.031003,-118.239431
88.0,33.43,-0.48,34.031059,-118.239412
89.0,26.36,-3.16,34.03111,-118.239392
90.0,23.67,-1.2,34.031155,-118.239368
91.0,18.89,-2.14,34.0312,-118.239345
92.0,11.43,-3.34,34.03125,-118.239326
93.0,4.22,-3.22,34.031304,-118.239296
94.0,5.84,0.72,34.031352,-118.239273
95.0,0.19,-2.53,34.031389,-118.239251
96.0,0.0,-0.39,34.031426,-118.239224
97.0,4.99,2.23,34.031463,-118.239189
98.0,4.98,-0.0,34.031503,-118.239167
99.0,1.39,-1.6,34.031552,-118.239142
100.0,3.4,0.9,34.031589,-118.239122
101.0,9.64,2.79,34.031635,-118.239096
102.0,4.02,-2.51,34.031689,-118.239073
103.0,3.1,-0.41,34.031727,-118.239048
104.0,8.32,2.34,34.031775,-118.239022
105.0,7.56,-0.34,34.031827,-118.239006
106.0,9.36,0.8,34.031878,-118.238979
107.0,16.5,3.2,34.031917,-118.238961
108.0,9.57,-3.1,34.031974,-118.238929
109.0,7.95,-0.73,34.03202,-118.238906
110.0,3.48,-2.0,34.032067,-118.238875
111.0,8.0,2.02,34.032113,-118.238849
112.0,9.33,0.6,34.032157,-118.238821
113.0,4.7,-2.07,34.032196,-118.238798
114.0,9.54,2.17,34.032242,-118.238766
115.0,9.58,0.02,34.032288,-118.238734
116.0,15.33,2.57,34.032342,-118.238717
117.0,9.51,-2.6,34.032396,-118.238699
118.0,9.09,-0.19,34.032435,-118.238665
119.0,6.7,-1.07,34.032473,-118.23863
120.0,0.0,-3.14,34.032515,-118.238606
121.0,0.0,-0.65,34.032567,-118.238577
122.0,0.0,-0.02,34.03261,-118.238546
123.0,5.33,2.38,34.032656,-118.238529
124.0,6.35,0.46,34.032705,-118.238502
125.0,1.62,-2.11,34.032758,-118.23847
126.0,0.0,-0.95,34.032804,-118.23845
127.0,0.0,-1.14,34.032857,-118.238416
128.0,0.0,-2.0,34.0329,-118.238399
129.0,0.0,-2.37,34.032947,-118.238381
130.0,0.0,-2.26,34.032991,-118.238361
131.0,6.42,2.87,34.033043,-118.238345
132.0,2.13,-1.92,34.033093,-118.238326
133.0,5.39,1.46,34.033132,-118.238297
134.0,11.42,2.7,34.033182,-118.238274
135.0,9.81,-0.72,34.033232,-118.238255
136.0,10.32,0.23,34.033275,-118.238234
137.0,12.3,0.89,34.033325,-118.23821
138.0,19.41,3.18,34.033369,-118.23818
139.0,21.25,0.82,34.033413,-118.238148
140.0,24.53,1.47,34.033468,-118.238131
141.0,22.53,-0.9,34.033522,-118.238115
142.0,17.24,-2.36,34.033572,-118.238084
143.0,18.39,0.51,34.033623,-118.238068
144.0,23.25,2.17,34.033678,-118.238043
145.0,19.39,-1.73,34.033726,-118.238018
146.0,17.41,-0.88,34.033768,-118.237989
147.0,23.85,2.88,34.033819,-118.237957
148.0,21.9,-0.87,34.033863,-118.237939
149.0,24.27,1.06,34.033907,-118.23791
150.0,20.39,-1.73,34.033958,-118.237883
151.0,26.94,2.93,34.03401,-118.237849
152.0,22.51,-1.98,34.034057,-118.23783
153.0,27.49,2.23,34.034109,-118.237801
154.0,34.93,3.32,34.034149,-118.237779
155.0,30.13,-2.14,34.034201,-118.237762
156.0,33.92,1.7,34.034249,-118.237747
157.0,33.01,-0.41,34.034293,-118.23772
158.0,28.79,-1.89,34.034347,-118.237686
159.0,32.66,1.73,34.034393,-118.237654
160.0,34.94,1.02,34.034448,-118.237639
161.0,37.64,1.21,34.034494,-118.237609
162.0,33.55,-1.24,34.034537,-118.237585
163.0,30.04,-1.57,34.034587,-118.237553
