time,speed_mph,accel_x,lat,lon
0.0,0.0,-2.92,34.027904,-118.296835
1.0,0.0,-1.25,34.027935,-118.296733
2.0,0.0,-0.2,34.027951,-118.296633
3.0,1.02,0.46,34.027976,-118.296547
4.0,6.52,2.46,34.028001,-118.296446
5.0,14.16,3.42,34.028019,-118.296358
6.0,9.13,-2.25,34.02805,-118.296264
7.0,6.88,-1.01,34.028077,-118.296178
8.0,2.67,-1.88,34.0281,-118.296082
9.0,9.22,2.93,34.028115,-118.295995
10.0,7.63,-0.71,34.028139,-118.295903
11.0,0.72,-3.09,34.02816,-118.29581
12.0,7.57,3.06,34.028185,-118.295723
13.0,5.18,-1.07,34.028207,-118.295639
14.0,8.45,1.46,34.028229,-118.295549
15.0,7.02,-0.64,34.028249,-118.295464
16.0,6.02,-0.45,34.028275,-118.295364
17.0,11.47,2.44,34.028291,-118.295277
18.0,7.43,-1.81,34.028322,-118.295187
19.0,13.07,2.52,34.028343,-118.295102
20.0,12.56,-0.23,34.028368,-118.295006
21.0,19.38,3.05,34.0284,-118.294916
22.0,12.86,-2.92,34.028432,-118.29483
23.0,12.92,0.03,34.02845,-118.29474
24.0,8.6,-1.93,34.028479,-118.294641
25.0,15.08,2.9,34.028502,-118.294539
26.0,14.81,-0.12,34.028526,-118.294436
27.0,16.53,0.77,34.028548,-118.294341
28.0,10.53,-2.68,34.028576,-118.294247
29.0,5.54,-2.23,34.028598,-118.294156
30.0,9.6,1.81,34.028622,-118.294062
31.0,8.48,-0.5,34.028643,-118.293969
32.0,7.38,-0.49,34.028665,-118.293883
33.0,2.61,-2.13,34.028691,-118.293798
34.0,5.87,1.46,34.028708,-118.293696
35.0,3.98,-0.84,34.028729,-118.293613
36.0,1.52,-1.1,34.028746,-118.293524
37.0,0.0,-2.49,34.02876,-118.293436
38.0,0.0,-3.04,34.028782,-118.293343
39.0,1.23,0.55,34.028801,-118.293242
40.0,0.64,-0.26,34.02882,-118.293153
41.0,0.0,-1.04,34.028841,-118.293053
42.0,0.0,-1.86,34.028872,-118.292969
43.0,1.94,0.87,34.028895,-118.292869
44.0,0.0,-2.64,34.028916,-118.292776
45.0,0.0,-1.65,34.02894,-118.292689
46.0,5.79,2.59,34.028961,-118.292592
47.0,2.91,-1.29,34.028975,-118.292499
48.0,2.88,-0.01,34.028997,-118.292401
49.0,1.93,-0.42,34.029013,-118.292312
50.0,0.0,-3.32,34.029034,-118.292217
51.0,0.0,-0.57,34.029053,-118.292126
52.0,0.2,0.09,34.029082,-118.292026
53.0,0.0,-3.49,34.029109,-118.291943
54.0,0.0,-0.79,34.029137,-118.291852
55.0,7.06,3.15,34.029154,-118.291764
56.0,13.03,2.67,34.029174,-118.291672
57.0,10.1,-1.31,34.029207,-118.291573
58.0,3.09,-3.13,34.029232,-118.291471
59.0,10.72,3.41,34.029263,-118.291379
60.0,17.91,3.22,34.029284,-118.291287
61.0,23.14,2.34,34.029318,-118.291195
62.0,21.6,-0.69,34.029343,-118.291105
63.0,26.2,2.06,34.029362,-118.291013
64.0,20.98,-2.33,34.029386,-118.290926
65.0,19.08,-0.85,34.029401,-118.290838
66.0,20.21,0.5,34.029417,-118.290743
67.0,16.52,-1.65,34.029441,-118.290657
68.0,20.67,1.86,34.029467,-118.290568
69.0,12.92,-3.46,34.029481,-118.290473
70.0,16.68,1.68,34.029497,-118.290384
71.0,13.06,-1.62,34.029522,-118.290293
72.0,19.33,2.81,34.029541,-118.290199
73.0,19.4,0.03,34.029574,-118.290112
74.0,22.87,1.55,34.029593,-118.290018
75.0,18.18,-2.1,34.029616,-118.289918
76.0,19.89,0.77,34.029634,-118.289829
77.0,20.62,0.32,34.029663,-118.289743
78.0,18.36,-1.01,34.029695,-118.289648
79.0,24.2,2.61,34.029716,-118.289559
80.0,28.19,1.78,34.02973,-118.289457
